cpi_item,curr_month,curr_year,lower,mid,upper,pred_year
Pork,12,2019.0,-6.7,0.8,8.9,2020
Pork,1,2020.0,-7.8,-0.5,7.8,2020
Pork,2,2020.0,-4.7,1.8,9.2,2020
Pork,3,2020.0,-3.3,2.4,8.9,2020
Pork,4,2020.0,-3.1,1.9,7.3,2020
Pork,5,2020.0,0.9,5.0,9.6,2020
Pork,6,2020.0,3.5,7.1,11.0,2020
Pork,7,2020.0,6.6,9.8,13.2,2020
Pork,8,2020.0,4.7,6.9,9.2,2020
Pork,9,2020.0,5.1,6.7,8.3,2020
Pork,10,2020.0,5.4,6.5,7.6,2020
Pork,11,2020.0,6.1,6.7,7.3,2020
Pork,12,2020.0,6.0,6.3,6.5,2020
Other meats,7,2019.0,-5.4,-0.3,5.2,2020
Other meats,8,2019.0,-5.6,0.0,6.0,2020
Other meats,9,2019.0,-5.0,0.6,6.4,2020
Other meats,10,2019.0,-5.1,0.2,5.8,2020
Other meats,11,2019.0,-4.2,0.9,6.2,2020
Other meats,12,2019.0,-3.6,1.2,6.1,2020
Other meats,1,2020.0,-2.8,1.1,5.1,2020
Other meats,2,2020.0,-2.0,1.5,5.1,2020
Other meats,3,2020.0,-1.5,1.6,4.6,2020
Other meats,4,2020.0,-0.8,1.8,4.4,2020
Other meats,5,2020.0,1.4,3.6,6.0,2020
Other meats,6,2020.0,1.7,3.6,5.5,2020
Other meats,7,2020.0,2.9,4.4,6.0,2020
Other meats,8,2020.0,2.9,4.1,5.4,2020
Other meats,9,2020.0,3.7,4.6,5.6,2020
Other meats,10,2020.0,3.6,4.2,4.9,2020
Other meats,11,2020.0,4.0,4.4,4.8,2020
Other meats,12,2020.0,4.2,4.4,4.6,2020
Poultry,7,2019.0,-5.4,0.5,6.8,2020
Poultry,8,2019.0,-6.3,-0.6,5.4,2020
Poultry,9,2019.0,-5.9,-0.8,4.7,2020
Poultry,10,2019.0,-6.1,-1.3,3.7,2020
Poultry,11,2019.0,-4.7,-0.3,4.4,2020
Poultry,12,2019.0,-4.5,-0.4,3.8,2020
Poultry,1,2020.0,-0.7,1.7,4.2,2020
Poultry,2,2020.0,-2.0,0.6,3.4,2020
Poultry,3,2020.0,-1.6,0.6,2.9,2020
Poultry,4,2020.0,0.2,1.9,3.5,2020
Poultry,5,2020.0,3.3,5.1,6.9,2020
Poultry,6,2020.0,5.4,7.2,9.1,2020
Poultry,7,2020.0,5.7,7.2,8.8,2020
Poultry,8,2020.0,4.6,5.8,6.9,2020
Poultry,9,2020.0,4.8,5.7,6.6,2020
Poultry,10,2020.0,5.2,5.8,6.4,2020
Poultry,11,2020.0,5.3,5.7,6.1,2020
Poultry,12,2020.0,5.5,5.7,5.9,2020
Fish and seafood,7,2019.0,-2.6,2.4,7.4,2020
Fish and seafood,8,2019.0,-2.4,2.2,7.1,2020
Fish and seafood,9,2019.0,-2.4,2.1,6.9,2020
Fish and seafood,10,2019.0,-2.9,1.6,6.3,2020
Fish and seafood,11,2019.0,-2.6,1.7,6.3,2020
Fish and seafood,12,2019.0,-2.5,1.6,5.7,2020
Fish and seafood,1,2020.0,-2.5,1.2,5.1,2020
Fish and seafood,2,2020.0,-1.3,1.9,5.3,2020
Fish and seafood,3,2020.0,-1.8,1.0,4.1,2020
Fish and seafood,4,2020.0,-2.0,0.6,3.1,2020
Fish and seafood,5,2020.0,1.8,4.2,6.6,2020
Fish and seafood,6,2020.0,2.3,4.3,6.4,2020
Fish and seafood,7,2020.0,2.1,3.7,5.3,2020
Fish and seafood,8,2020.0,2.0,3.2,4.5,2020
Fish and seafood,9,2020.0,2.3,3.2,4.1,2020
Fish and seafood,10,2020.0,2.6,3.3,3.9,2020
Fish and seafood,11,2020.0,2.8,3.2,3.6,2020
Fish and seafood,12,2020.0,3.1,3.3,3.5,2020
Eggs,7,2019.0,-23.3,-4.3,20.3,2020
Eggs,8,2019.0,-23.4,-4.0,20.4,2020
Eggs,9,2019.0,-23.6,-5.3,17.1,2020
Eggs,10,2019.0,-19.2,-0.3,23.2,2020
Eggs,11,2019.0,-19.8,-1.9,19.9,2020
Eggs,12,2019.0,-17.9,-1.2,19.2,2020
Eggs,1,2020.0,-11.4,5.1,24.3,2020
Eggs,2,2020.0,-11.6,2.5,20.1,2020
Eggs,3,2020.0,-9.6,2.8,17.5,2020
Eggs,4,2020.0,-6.7,4.1,17.1,2020
Eggs,5,2020.0,5.0,15.9,28.8,2020
Eggs,6,2020.0,1.1,9.4,19.7,2020
Eggs,7,2020.0,-0.2,6.4,13.9,2020
Eggs,8,2020.0,-0.4,4.4,10.1,2020
Eggs,9,2020.0,-0.2,3.4,7.4,2020
Eggs,10,2020.0,1.1,3.6,6.3,2020
Eggs,11,2020.0,2.4,3.9,5.6,2020
Eggs,12,2020.0,3.5,4.2,5.0,2020
Dairy products,7,2019.0,-7.0,0.0,7.3,2020
Dairy products,8,2019.0,-6.5,0.1,7.3,2020
Dairy products,9,2019.0,-5.8,0.7,7.8,2020
Dairy products,10,2019.0,-5.2,1.1,7.5,2020
Dairy products,11,2019.0,-4.4,1.4,7.8,2020
Dairy products,12,2019.0,-3.8,1.6,7.4,2020
Dairy products,1,2020.0,-2.5,1.6,5.9,2020
Dairy products,2,2020.0,-1.3,2.3,6.0,2020
Dairy products,3,2020.0,-0.3,2.9,6.3,2020
Dairy products,4,2020.0,0.5,3.3,6.1,2020
Dairy products,5,2020.0,2.3,4.7,7.2,2020
Dairy products,6,2020.0,2.8,4.8,6.8,2020
Dairy products,7,2020.0,2.3,3.8,5.4,2020
Dairy products,8,2020.0,2.4,3.5,4.8,2020
Dairy products,9,2020.0,4.0,4.9,5.8,2020
Dairy products,10,2020.0,3.9,4.4,5.0,2020
Dairy products,11,2020.0,3.9,4.2,4.6,2020
Dairy products,12,2020.0,4.2,4.3,4.5,2020
Fats and oils,7,2019.0,-7.6,-0.2,8.0,2020
Fats and oils,8,2019.0,-7.4,-0.4,7.2,2020
Fats and oils,9,2019.0,-7.9,-1.0,6.3,2020
Fats and oils,10,2019.0,-6.8,-0.4,6.4,2020
Fats and oils,11,2019.0,-6.3,-0.3,6.2,2020
Fats and oils,12,2019.0,-7.6,-2.1,3.9,2020
Fats and oils,1,2020.0,-8.2,-2.9,2.6,2020
Fats and oils,2,2020.0,-4.2,0.4,5.1,2020
Fats and oils,3,2020.0,-3.6,0.2,4.3,2020
Fats and oils,4,2020.0,-2.3,0.9,4.4,2020
Fats and oils,5,2020.0,-0.9,1.8,4.7,2020
Fats and oils,6,2020.0,-0.4,1.9,4.2,2020
Fats and oils,7,2020.0,-0.2,1.6,3.5,2020
Fats and oils,8,2020.0,0.7,2.2,3.7,2020
Fats and oils,9,2020.0,0.8,1.8,2.8,2020
Fats and oils,10,2020.0,1.1,1.8,2.5,2020
Fats and oils,11,2020.0,1.2,1.6,2.0,2020
Fats and oils,12,2020.0,1.1,1.3,1.5,2020
Fruits and vegetables,7,2019.0,-8.0,-0.9,7.1,2020
Fruits and vegetables,8,2019.0,-6.5,-0.5,6.0,2020
Fruits and vegetables,9,2019.0,-6.6,-0.8,5.4,2020
Fruits and vegetables,10,2019.0,-6.8,-1.1,4.9,2020
Fruits and vegetables,11,2019.0,-5.4,0.0,5.7,2020
Fruits and vegetables,12,2019.0,-6.4,-1.3,3.9,2020
Fruits and vegetables,1,2020.0,-3.7,-0.8,2.4,2020
Fruits and vegetables,2,2020.0,-2.8,0.1,3.0,2020
Fruits and vegetables,3,2020.0,-3.0,-0.5,2.1,2020
Fruits and vegetables,4,2020.0,-2.5,-0.3,2.0,2020
Fruits and vegetables,5,2020.0,-1.4,0.6,2.6,2020
Fruits and vegetables,6,2020.0,-0.9,0.8,2.6,2020
Fruits and vegetables,7,2020.0,-0.7,0.7,2.2,2020
Fruits and vegetables,8,2020.0,-0.3,0.9,2.1,2020
Fruits and vegetables,9,2020.0,0.1,1.0,2.0,2020
Fruits and vegetables,10,2020.0,0.5,1.1,1.8,2020
Fruits and vegetables,11,2020.0,1.0,1.4,1.9,2020
Fruits and vegetables,12,2020.0,1.1,1.3,1.5,2020
Fresh fruits and vegetables,7,2019.0,-5.1,-0.7,4.0,2020
Fresh fruits and vegetables,8,2019.0,-6.7,-0.4,6.4,2020
Fresh fruits and vegetables,9,2019.0,-6.7,-0.5,6.0,2020
Fresh fruits and vegetables,10,2019.0,-6.9,-0.9,5.5,2020
Fresh fruits and vegetables,11,2019.0,-5.8,0.1,6.4,2020
Fresh fruits and vegetables,12,2019.0,-7.0,-1.5,4.5,2020
Fresh fruits and vegetables,1,2020.0,-7.6,-1.3,5.5,2020
Fresh fruits and vegetables,2,2020.0,-5.0,0.7,6.8,2020
Fresh fruits and vegetables,3,2020.0,-5.7,-0.8,4.4,2020
Fresh fruits and vegetables,4,2020.0,-4.8,-0.6,3.8,2020
Fresh fruits and vegetables,5,2020.0,-2.9,0.7,4.6,2020
Fresh fruits and vegetables,6,2020.0,-2.1,0.8,3.9,2020
Fresh fruits and vegetables,7,2020.0,-2.2,0.2,2.8,2020
Fresh fruits and vegetables,8,2020.0,-1.3,0.6,2.6,2020
Fresh fruits and vegetables,9,2020.0,-0.7,0.7,2.1,2020
Fresh fruits and vegetables,10,2020.0,-0.3,0.6,1.5,2020
Fresh fruits and vegetables,11,2020.0,0.5,1.0,1.6,2020
Fresh fruits and vegetables,12,2020.0,0.5,0.8,1.0,2020
Fresh fruits,7,2019.0,-10.2,-1.0,9.3,2020
Fresh fruits,8,2019.0,-10.3,-1.3,8.8,2020
Fresh fruits,9,2019.0,-10.1,-1.5,7.9,2020
Fresh fruits,10,2019.0,-9.8,-1.4,7.9,2020
Fresh fruits,11,2019.0,-7.7,0.4,9.4,2020
Fresh fruits,12,2019.0,-9.2,-1.6,6.7,2020
Fresh fruits,1,2020.0,-8.6,-1.9,5.3,2020
Fresh fruits,2,2020.0,-8.0,-2.2,4.2,2020
Fresh fruits,3,2020.0,-7.8,-2.6,2.8,2020
Fresh fruits,4,2020.0,-6.6,-2.2,2.5,2020
Fresh fruits,5,2020.0,-4.4,-0.5,3.5,2020
Fresh fruits,6,2020.0,-3.6,-0.4,2.9,2020
Fresh fruits,7,2020.0,-4.2,-1.7,1.0,2020
Fresh fruits,8,2020.0,-3.6,-1.6,0.5,2020
Fresh fruits,9,2020.0,-2.4,-1.1,0.3,2020
Fresh fruits,10,2020.0,-2.1,-1.1,-0.1,2020
Fresh fruits,11,2020.0,-1.2,-0.6,0.1,2020
Fresh fruits,12,2020.0,-1.1,-0.8,-0.4,2020
Fresh vegetables,7,2019.0,-6.6,-1.6,3.8,2020
Fresh vegetables,8,2019.0,-6.8,-1.8,3.4,2020
Fresh vegetables,9,2019.0,-6.7,-1.7,3.5,2020
Fresh vegetables,10,2019.0,-6.7,-1.7,3.5,2020
Fresh vegetables,11,2019.0,-6.4,-1.5,3.7,2020
Fresh vegetables,12,2019.0,-6.6,-1.6,3.5,2020
Fresh vegetables,1,2020.0,-6.2,-1.8,2.8,2020
Fresh vegetables,2,2020.0,-3.5,0.8,5.4,2020
Fresh vegetables,3,2020.0,-4.3,-0.5,3.5,2020
Fresh vegetables,4,2020.0,-3.8,-0.3,3.3,2020
Fresh vegetables,5,2020.0,-2.7,0.5,3.9,2020
Fresh vegetables,6,2020.0,-1.7,1.1,4.1,2020
Fresh vegetables,7,2020.0,-0.9,1.6,4.3,2020
Fresh vegetables,8,2020.0,0.0,2.1,4.2,2020
Fresh vegetables,9,2020.0,0.3,1.9,3.5,2020
Fresh vegetables,10,2020.0,1.0,2.1,3.3,2020
Fresh vegetables,11,2020.0,1.9,2.6,3.3,2020
Fresh vegetables,12,2020.0,2.1,2.4,2.8,2020
Processed fruits and vegetables,7,2019.0,-5.2,0.5,6.4,2020
Processed fruits and vegetables,8,2019.0,-5.9,0.7,7.8,2020
Processed fruits and vegetables,9,2019.0,-5.7,0.4,7.0,2020
Processed fruits and vegetables,10,2019.0,-5.7,0.3,6.5,2020
Processed fruits and vegetables,11,2019.0,-5.4,0.1,6.1,2020
Processed fruits and vegetables,12,2019.0,-6.4,-1.1,4.5,2020
Processed fruits and vegetables,1,2020.0,-5.2,-0.9,3.5,2020
Processed fruits and vegetables,2,2020.0,-3.6,0.2,4.2,2020
Processed fruits and vegetables,3,2020.0,-2.9,0.5,4.0,2020
Processed fruits and vegetables,4,2020.0,-1.9,0.9,3.9,2020
Processed fruits and vegetables,5,2020.0,0.4,3.0,5.6,2020
Processed fruits and vegetables,6,2020.0,1.5,3.7,6.0,2020
Processed fruits and vegetables,7,2020.0,2.3,4.0,5.8,2020
Processed fruits and vegetables,8,2020.0,2.8,4.2,5.7,2020
Processed fruits and vegetables,9,2020.0,3.0,4.0,5.1,2020
Processed fruits and vegetables,10,2020.0,3.2,3.9,4.7,2020
Processed fruits and vegetables,11,2020.0,3.1,3.5,4.0,2020
Processed fruits and vegetables,12,2020.0,3.2,3.4,3.6,2020
Sugar and sweets,7,2019.0,-3.2,1.4,6.2,2020
Sugar and sweets,8,2019.0,-3.1,1.0,5.4,2020
Sugar and sweets,9,2019.0,-3.0,1.1,5.2,2020
Sugar and sweets,10,2019.0,-1.1,2.7,6.7,2020
Sugar and sweets,11,2019.0,-0.7,2.8,6.6,2020
Sugar and sweets,12,2019.0,-0.5,2.8,6.2,2020
Sugar and sweets,1,2020.0,-2.8,0.7,4.3,2020
Sugar and sweets,2,2020.0,0.8,3.7,6.6,2020
Sugar and sweets,3,2020.0,0.4,2.9,5.4,2020
Sugar and sweets,4,2020.0,1.1,3.3,5.6,2020
Sugar and sweets,5,2020.0,1.6,3.6,5.5,2020
Sugar and sweets,6,2020.0,2.3,3.8,5.4,2020
Sugar and sweets,7,2020.0,2.0,3.3,4.6,2020
Sugar and sweets,8,2020.0,1.8,2.7,3.7,2020
Sugar and sweets,9,2020.0,2.3,3.0,3.8,2020
Sugar and sweets,10,2020.0,2.7,3.2,3.8,2020
Sugar and sweets,11,2020.0,3.0,3.4,3.7,2020
Sugar and sweets,12,2020.0,3.1,3.3,3.5,2020
Cereals and bakery products,7,2019.0,-9.7,-0.1,10.1,2020
Cereals and bakery products,8,2019.0,-8.0,0.6,10.2,2020
Cereals and bakery products,9,2019.0,-9.0,-1.0,7.4,2020
Cereals and bakery products,10,2019.0,-6.6,0.3,7.9,2020
Cereals and bakery products,11,2019.0,-7.0,-0.8,5.8,2020
Cereals and bakery products,12,2019.0,-6.2,-1.0,4.8,2020
Cereals and bakery products,1,2020.0,-5.6,-2.0,1.9,2020
Cereals and bakery products,2,2020.0,-3.9,-0.9,2.4,2020
Cereals and bakery products,3,2020.0,-2.3,0.4,3.0,2020
Cereals and bakery products,4,2020.0,-0.9,1.2,3.4,2020
Cereals and bakery products,5,2020.0,3.9,6.1,8.5,2020
Cereals and bakery products,6,2020.0,3.5,5.2,6.9,2020
Cereals and bakery products,7,2020.0,2.8,4.0,5.3,2020
Cereals and bakery products,8,2020.0,2.0,2.8,3.7,2020
Cereals and bakery products,9,2020.0,1.8,2.4,3.0,2020
Cereals and bakery products,10,2020.0,1.9,2.3,2.7,2020
Cereals and bakery products,11,2020.0,2.1,2.3,2.5,2020
Cereals and bakery products,12,2020.0,2.0,2.2,2.3,2020
Nonalcoholic beverages,7,2019.0,-4.1,-0.4,3.5,2020
Nonalcoholic beverages,8,2019.0,-4.2,-0.5,3.3,2020
Nonalcoholic beverages,9,2019.0,-4.0,-0.3,3.3,2020
Nonalcoholic beverages,10,2019.0,-3.6,-0.1,3.5,2020
Nonalcoholic beverages,11,2019.0,-3.4,0.0,3.4,2020
Nonalcoholic beverages,12,2019.0,-3.3,-0.1,3.1,2020
Nonalcoholic beverages,1,2020.0,-3.2,-0.5,2.3,2020
Nonalcoholic beverages,2,2020.0,-1.6,0.9,3.4,2020
Nonalcoholic beverages,3,2020.0,-0.8,1.3,3.5,2020
Nonalcoholic beverages,4,2020.0,0.1,2.0,3.8,2020
Nonalcoholic beverages,5,2020.0,2.4,4.1,5.8,2020
Nonalcoholic beverages,6,2020.0,2.2,3.7,5.1,2020
Nonalcoholic beverages,7,2020.0,2.8,4.0,5.2,2020
Nonalcoholic beverages,8,2020.0,2.8,3.7,4.6,2020
Nonalcoholic beverages,9,2020.0,3.1,3.8,4.5,2020
Nonalcoholic beverages,10,2020.0,3.2,3.6,4.1,2020
Nonalcoholic beverages,11,2020.0,3.4,3.7,4.0,2020
Nonalcoholic beverages,12,2020.0,3.3,3.5,3.7,2020
Other foods,7,2019.0,-2.5,0.8,4.2,2020
Other foods,8,2019.0,-2.9,0.2,3.4,2020
Other foods,9,2019.0,-2.8,0.1,3.2,2020
Other foods,10,2019.0,-2.7,0.1,3.0,2020
Other foods,11,2019.0,-2.5,0.0,2.8,2020
Other foods,12,2019.0,-2.3,0.1,2.7,2020
Other foods,1,2020.0,-3.1,-0.2,2.8,2020
Other foods,2,2020.0,-3.7,-1.3,1.2,2020
Other foods,3,2020.0,-0.7,1.3,3.5,2020
Other foods,4,2020.0,0.3,2.1,4.0,2020
Other foods,5,2020.0,2.9,4.5,6.1,2020
Other foods,6,2020.0,2.6,3.8,5.0,2020
Other foods,7,2020.0,2.5,3.4,4.5,2020
Other foods,8,2020.0,2.7,3.5,4.3,2020
Other foods,9,2020.0,2.9,3.5,4.1,2020
Other foods,10,2020.0,2.7,3.1,3.5,2020
Other foods,11,2020.0,2.9,3.1,3.4,2020
Other foods,12,2020.0,2.9,3.1,3.2,2020
